oid,week,fid,totalprice,num_orders
1432395,30,1993,119.31,81
1071574,30,2539,122.25,121
1033014,30,2139,291,15
1050047,30,2631,155.26,42
1033146,30,1248,155.26,26
1410602,30,1778,162.02,202
1280913,30,1062,162.02,256
1197487,30,2707,232.83,109
1129324,30,1207,390,26
1067227,30,1230,323.01,81
1380941,30,2322,388,54
1024619,30,2290,311.43,26
1421557,30,1727,445.23,527
1000024,30,1109,255.14,715
1306760,30,1216,406.43,40
1047706,30,2826,314.31,431
1375116,30,1754,163.02,1527
1372538,30,1971,158.11,1160
1382465,30,1198,192.09,68
1483103,30,1311,107.7,40
1281940,30,1803,161.05,135
1074879,30,1558,726.53,41
1181120,30,2581,727.53,28
1117213,30,1962,726.53,69
1138051,30,2444,620.86,42
1076311,30,2867,620.86,28
1003299,30,2760,242.53,68
1190195,30,1525,262.93,14
1210935,30,2492,291,15
1064341,30,2664,332.71,271
1007178,30,2569,334.71,40
1060949,30,2490,254.2,419
1243549,31,1885,121.28,203
1178826,31,1993,123.25,284
1007774,31,2539,118.34,204
1201753,31,2139,292,15
1078576,31,2631,155.26,55
1371665,31,1248,155.26,15
1171456,31,1778,158.14,433
1147586,31,1062,159.14,420
1127521,31,2707,232.83,351
1370716,31,1207,389,82
1232692,31,1230,387.09,176
1050706,31,2322,368.6,28
1246361,31,2290,304.61,285
1234778,31,1727,446.23,447
1228820,31,1109,239.59,323
1028621,31,2640,282.33,26
1083159,31,2306,338.53,15
1217791,31,2126,532.53,14
1443489,31,2826,319.13,351
1391867,31,1754,215.34,487
1138048,31,1971,282.33,404
1125899,31,1902,446.23,15
1414424,31,1198,187.24,163
1269786,31,1311,120.31,108
1376693,31,1803,160.05,190
1143291,31,1558,727.53,55
1287605,31,2581,727.53,96
1205421,31,1962,726.53,94
1047824,31,1445,620.86,15
1116817,31,2760,242.53,13
1103336,31,1525,290.03,14
1405805,31,2704,292.03,28
1452922,31,2492,292,55
1270571,31,1543,485.03,41
1054939,31,2664,334.71,377
1050300,31,2569,333.71,26
1415297,31,2490,194.03,2376
1410032,32,1885,121.28,123
1314661,32,1993,121.28,298
1466408,32,2539,123.25,162
1306945,32,2631,153.26,14
1041802,32,1248,154.26,40
1388706,32,1778,161.08,297
1327021,32,1062,165.9,364
1351767,32,2707,220.22,297
1063039,32,1207,382.21,68
1426061,32,1230,390,163
1478687,32,2322,382.21,149
1240977,32,2290,260.99,216
1100401,32,1727,447.23,364
1258534,32,1109,160.05,352
1382009,32,2640,282.33,27
1364353,32,1216,406.43,26
1173919,32,2826,321.13,298
1437379,32,1754,243.5,1134
1063618,32,1971,244.5,1052
1378679,32,1198,175.63,149
1128509,32,1311,130.04,203
1119364,32,1803,257.11,67
1349672,32,1558,727.53,15
1408946,32,2581,727.53,69
1345462,32,1962,727.53,95
1188243,32,1445,620.86,28
1443595,32,2444,619.86,14
1421512,32,2867,620.86,28
1023094,32,2760,243.53,15
1101277,32,1525,291.03,26
1003648,32,2704,290.03,13
1054870,32,2492,388.03,27
1128492,32,2664,333.71,68
1463381,32,2490,253.2,312
1211414,33,1885,123.25,215
1206147,33,1993,123.25,244
1357075,33,2539,123.25,149
1174686,33,2139,296.82,15
1198275,33,2631,154.26,80
1346355,33,1248,144.56,69
1063795,33,1778,163.99,216
1078207,33,1062,158.14,323
1018736,33,2707,230.89,242
1284123,33,1207,339.53,190
1106493,33,1230,338.53,216
1173415,33,2322,316.22,284
1007624,33,2290,274.54,190
1096510,33,1727,445.23,581
1384336,33,1109,200.82,324
1338054,33,2640,282.33,27
1056569,33,2306,243.5,14
1307316,33,1216,408.43,14
1046111,33,2126,433.59,26
1448526,33,2826,321.13,512
1057952,33,1754,260.02,162
1361704,33,1971,310.43,42
1049709,33,1198,240.59,54
1118502,33,1311,191.09,68
1408554,33,1803,160.05,55
1460194,33,1558,728.53,40
1478166,33,1962,728.53,26
1430998,33,1445,484.03,14
1047282,33,2867,529.65,28
1462145,33,1525,290.03,27
1114042,33,2492,389.03,55
1241779,33,2304,388.03,15
1438045,33,2490,252.2,149
1417990,34,1885,120.31,231
1046224,34,1993,120.28,284
1297009,34,2539,113.49,204
1018359,34,2139,298.82,14
1214783,34,2631,153.26,13
1493954,34,1248,154.26,27
1467398,34,1778,163.02,177
1428979,34,1062,159.11,229
1434508,34,2707,232.83,150
1345908,34,1207,339.53,134
1146803,34,1230,336.59,365
1481195,34,2322,338.53,136
1313587,34,2290,302.67,242
1076255,34,1727,445.23,296
1133364,34,1109,305.61,270
1322960,34,2640,281.33,13
1266072,34,2306,242.5,26
1253137,34,2126,435.59,13
1263170,34,2826,319.13,310
1379489,34,1754,217.28,108
1158377,34,1971,309.43,26
1198046,34,1198,161.05,55
1435718,34,1311,193.09,67
1335777,34,1803,162.05,107
1297199,34,1558,727.53,28
1445207,34,2581,728.53,14
1468547,34,1962,728.53,67
1418446,34,1445,484.03,13
1321448,34,2444,485.03,42
1341154,34,2867,484.03,42
1076597,34,2760,243.53,15
1281104,34,2490,252.2,149
1257685,35,1885,119.34,284
1012337,35,1993,123.25,445
1461713,35,2539,122.25,176
1045871,35,2139,298.82,28
1290435,35,2631,154.26,13
1050227,35,1248,154.26,40
1481371,35,1778,160.05,298
1420798,35,1062,161.05,379
1472323,35,2707,233.83,161
1278853,35,1207,475.33,94
1145529,35,1230,474.33,54
1328468,35,2322,476.33,28
1472996,35,2290,319.13,189
1352784,35,1727,445.23,121
1188856,35,1109,281.36,135
1141993,35,2640,282.33,42
1325338,35,2306,242.5,13
1340047,35,1216,336.59,27
1481155,35,2126,434.59,14
1428543,35,2826,319.13,68
1272798,35,1754,266.78,177
1138119,35,1971,309.43,150
1360240,35,1198,161.05,55
1006982,35,1311,157.17,134
1284451,35,1803,180.45,215
1145834,35,1558,680.03,80
1177068,35,2581,679.03,40
1224105,35,1962,680.03,95
1263033,35,2444,670.33,53
1115455,35,2867,668.33,15
1003162,35,2760,243.53,13
1297281,35,2704,242.53,27
1089835,35,1543,387.03,28
1138612,35,2304,387.03,26
1001281,35,2664,332.71,107
1005826,35,2490,246.41,458
1461594,36,1885,121.25,161
1462920,36,1993,122.25,312
1111032,36,2539,121.25,176
1374400,36,2139,298.82,15
1226089,36,2631,155.26,53
1126481,36,1248,154.26,27
1007767,36,1778,162.99,526
1284776,36,1062,163.02,350
1228389,36,2707,224.1,68
1491875,36,1207,474.33,67
1099516,36,1230,474.33,134
1492650,36,2322,461.75,96
1284254,36,2290,301.67,244
1223189,36,1727,446.23,364
1273826,36,1109,319.13,365
1130951,36,2640,282.33,40
1055765,36,2306,242.5,15
1450158,36,2126,433.59,15
1186337,36,2826,319.16,271
1092971,36,1754,291.03,269
1078352,36,1971,307.52,189
1109385,36,1902,446.23,14
1055446,36,1198,162.05,190
1474481,36,1311,107.7,203
1368730,36,1803,213.43,202
1447750,36,1558,679.03,40
1169850,36,2581,679.03,107
1121527,36,1962,680.03,107
1453896,36,1445,669.33,13
1380282,36,2444,670.33,54
1198170,36,2867,669.33,27
1001079,36,2760,243.53,15
1371301,36,1525,243.53,27
1192340,36,2492,387.03,14
1143655,36,1543,485.03,14
1235212,36,2664,333.71,69
1237148,36,2569,332.71,13
1239025,36,2490,254.2,580
1013044,37,1885,121.25,188
1375675,37,1993,121.28,188
1200649,37,2539,120.28,311
1311453,37,2139,287.12,41
1037826,37,2631,150.35,82
1009770,37,1248,155.26,13
1459535,37,1778,183.33,121
1474417,37,1062,183.33,176
1150819,37,2707,193.06,258
1228223,37,1207,474.33,42
1431055,37,1230,443.32,41
1393235,37,2322,475.33,42
1203438,37,2290,294.88,176
1257137,37,1727,447.23,283
1009982,37,1109,277.42,310
1163529,37,2640,280.33,28
1100458,37,2306,339.53,15
1163094,37,1216,338.59,13
1163575,37,2826,321.13,392
1385474,37,1754,272.6,216
1461995,37,1971,309.43,80
1240919,37,1198,160.05,55
1176007,37,1311,116.4,149
1482083,37,1803,140.68,216
1418329,37,1558,433.59,298
1018163,37,2581,438.44,620
1447129,37,1962,441.38,512
1020619,37,1445,668.33,15
1215856,37,2444,668.33,15
1340838,37,2492,388.03,26
1214240,37,1543,485.03,13
1159518,37,2664,276.45,391
1394916,37,2569,243.5,258
1300541,37,2490,252.2,135
1447647,38,1885,117.43,175
1350116,38,1993,112.52,190
1274791,38,2539,120.31,148
1459967,38,2631,151.35,69
1436674,38,1248,153.26,54
1098278,38,1778,183.33,69
1248583,38,1062,181.39,108
1358569,38,2707,188.24,258
1006715,38,1207,401.58,55
1168525,38,1230,475.33,15
1464292,38,2290,177.54,2240
1153734,38,1727,446.23,460
1388529,38,1109,319.13,243
1055103,38,1216,337.59,14
1167977,38,2126,533.53,26
1357815,38,2826,319.13,487
1207673,38,1754,292.03,231
1149256,38,1971,309.43,14
1331069,38,1198,178.51,122
1454144,38,1311,161.05,107
1326889,38,1803,120.31,109
1218749,38,1558,442.32,365
1031399,38,2581,434.59,229
1498495,38,1962,433.59,445
1380275,38,2867,669.33,42
1434940,38,2760,243.53,13
1496840,38,1525,243.53,40
1357488,38,2492,387.03,26
1143503,38,1543,484.03,15
1252681,38,2664,332.71,243
1293108,38,2569,334.71,26
1457686,38,2490,253.2,229
1290788,39,1885,144.59,270
1377449,39,1993,144.59,258
1490248,39,2539,147.5,134
1121152,39,2139,296.82,27
1466724,39,2631,153.26,55
1343040,39,1248,153.26,54
1473019,39,1778,183.33,95
1365105,39,1062,181.42,285
1333146,39,2707,189.15,269
1421331,39,1230,475.33,54
1290496,39,2322,476.33,14
1432886,39,2290,287.12,136
1481924,39,1727,445.23,391
1487320,39,1109,266.78,405
1097820,39,2640,282.33,13
1101892,39,2306,242.5,41
1216121,39,1216,367.63,69
1256119,39,2826,319.13,582
1232111,39,1754,311.43,256
1186062,39,1971,310.43,176
1359041,39,1198,168.81,256
1363908,39,1311,161.05,81
1437452,39,1803,161.05,163
1226632,39,1558,441.35,432
1277553,39,2581,434.59,190
1223463,39,1962,434.59,379
1026350,39,2867,620.86,55
1069464,39,2760,175.63,14
1067406,39,1525,291.03,13
1258544,39,2664,332.71,42
1060517,39,2569,334.71,54
1377573,39,2490,253.2,486
1383914,40,1885,143.62,298
1039454,40,1993,142.59,243
1170025,40,2539,146.5,203
1101180,40,2631,151.32,109
1055546,40,1248,154.26,26
1281657,40,1778,183.36,243
1457677,40,1062,184.36,229
1127427,40,2707,193.03,217
1346834,40,1207,450.08,188
1245778,40,1230,448.2,163
1028243,40,2322,468.54,95
1341235,40,2290,320.13,203
1349912,40,1727,446.23,446
1069338,40,1109,319.13,285
1339841,40,2640,281.33,26
1123510,40,1878,282.33,27
1423405,40,1216,367.63,15
1298384,40,2126,486.03,28
1290986,40,2826,320.13,621
1105587,40,1754,294.91,243
1055114,40,1971,241.53,217
1320687,40,1247,447.23,14
1422487,40,1198,161.05,28
1421661,40,1311,80.54,54
1028165,40,1803,239.59,55
1391850,40,1558,434.59,188
1358363,40,2581,445.26,297
1320596,40,1962,434.59,445
1451637,40,1445,486.03,69
1250007,40,2444,486.03,162
1175656,40,2867,484.03,148
1463857,40,2760,174.63,53
1292598,40,1525,292.03,15
1415941,40,2664,333.71,163
1367261,40,2569,332.71,53
1029133,40,2490,253.2,364
1192134,41,1885,146.53,323
1380187,41,1993,145.5,190
1181732,41,2539,144.53,258
1189695,41,2139,297.82,42
1496711,41,2631,153.26,53
1238465,41,1248,153.26,40
1199883,41,1778,179.45,69
1106480,41,1062,183.36,176
1235997,41,2707,233.83,162
1470044,41,1207,475.33,94
1232562,41,1230,476.33,108
1458733,41,2322,476.33,109
1203250,41,2290,319.13,122
1176936,41,1727,445.23,433
1310151,41,1109,239.62,890
1206534,41,1878,280.33,13
1114158,41,2306,244.5,15
1362813,41,1216,367.63,15
1485226,41,2826,320.13,298
1006887,41,1754,265.81,95
1132643,41,1971,241.53,203
1312743,41,1311,212.43,123
1077058,41,1803,129.04,69
1037950,41,1558,680.03,13
1164975,41,2581,679.03,67
1405903,41,1962,649.96,109
1482445,41,1445,517.07,81
1463714,41,2444,486.03,203
1054692,41,2867,485.03,107
1248431,41,2760,175.63,54
1062325,41,2492,387.03,15
1347853,41,2664,332.71,67
1109713,41,2569,332.71,53
1216690,41,2490,253.23,258
1281925,42,1885,144.59,351
1160003,42,1993,147.5,229
1306837,42,2539,145.5,323
1192363,42,2139,266.75,14
1045094,42,2631,154.26,27
1325446,42,1248,155.26,14
1269304,42,1778,184.33,134
1348930,42,1062,184.36,283
1444539,42,2707,231.83,149
1007227,42,1207,474.33,94
1376069,42,1230,476.33,54
1031237,42,2322,474.33,41
1351098,42,2290,288.15,271
1249981,42,1727,447.23,229
1336999,42,1109,304.64,257
1491774,42,1878,282.33,13
1125997,42,2306,242.5,15
1221073,42,2126,485.03,15
1112309,42,2826,319.13,499
1067300,42,1754,310.43,82
1470517,42,1971,243.53,163
1211526,42,1198,161.05,161
1442545,42,1558,680.03,27
1155668,42,2581,678.03,41
1479829,42,1962,679.03,81
1213864,42,2444,619.86,40
1210606,42,2867,618.86,55
1256667,42,2760,174.63,40
1257884,42,1525,292.03,27
1032227,42,2492,389.03,13
1321359,42,2664,272.63,202
1425730,42,2569,288.12,163
1319319,42,2490,203.7,932
1392457,43,1885,146.5,378
1113167,43,1993,142.65,243
1488768,43,2539,146.5,217
1129949,43,2631,154.26,54
1466276,43,1248,154.26,28
1270324,43,1778,183.39,134
1152571,43,1062,183.39,161
1436857,43,2707,231.89,163
1403259,43,1207,468.51,107
1269057,43,1230,475.33,55
1003992,43,2322,475.33,53
1074307,43,2290,287.15,135
1346314,43,1727,445.23,420
1164209,43,1109,321.13,258
1117935,43,2306,338.53,14
1101233,43,2826,319.13,420
1488531,43,1754,310.43,15
1338893,43,1971,241.53,135
1360726,43,1247,446.23,13
1032182,43,1198,161.05,28
1210187,43,1311,191.09,122
1207017,43,1803,102.88,80
1397837,43,1558,679.03,26
1112715,43,2581,679.03,69
1464758,43,1962,680.03,96
1255630,43,2444,619.86,13
1059451,43,2867,619.86,15
1495730,43,2760,242.53,69
1118533,43,1525,264.87,14
1249090,43,2492,388.03,28
1303109,43,1543,388,14
1323040,43,2304,422.01,42
1288582,43,2664,321.13,121
1190957,43,2569,321.13,123
1148152,43,2490,253.2,134
1318513,44,1885,147.5,419
1448049,44,1993,141.65,229
1426423,44,2539,144.53,176
1263444,44,2631,153.26,40
1434948,44,1248,153.26,41
1137478,44,1778,184.36,297
1276121,44,1062,185.33,285
1078179,44,2707,226.98,296
1419696,44,1207,459.81,41
1320581,44,2322,486.94,80
1060051,44,2290,286.15,285
1373359,44,1727,445.23,566
1072276,44,1109,296.85,364
1487927,44,1878,281.33,26
1485546,44,1216,407.43,27
1030454,44,2126,518.98,27
1002972,44,2826,320.13,431
1319409,44,1754,245.47,190
1332060,44,1971,309.43,134
1059956,44,1311,137.77,285
1284968,44,1803,162.05,216
1244279,44,1558,678.03,96
1463569,44,2581,680.03,55
1099001,44,1962,679.03,94
1059205,44,1445,620.86,14
1287387,44,2444,619.86,96
1256650,44,2867,619.86,53
1458459,44,2760,243.53,53
1266708,44,1525,264.87,13
1475895,44,2492,387.03,26
1000333,44,1543,390,28
1288440,44,2304,390,13
1339579,44,2664,320.13,149
1054389,44,2569,320.13,122
1282518,44,2490,253.2,635
1171536,45,1885,146.53,256
1214092,45,1993,144.56,231
1037436,45,2539,147.5,284
1446349,45,2139,297.82,13
1052660,45,2631,150.41,42
1199648,45,1248,147.5,27
1234363,45,1778,155.2,271
1003398,45,1062,163.99,202
1449684,45,2707,226.01,258
1448218,45,1207,474.33,67
1003054,45,1230,457.84,14
1415844,45,2322,474.33,54
1414883,45,2290,234.8,1391
1484778,45,1727,445.23,311
1298697,45,1109,249.35,420
1376296,45,2306,339.53,14
1342335,45,1216,408.43,14
1392484,45,2826,321.13,297
1399564,45,1754,232.83,163
1350734,45,1971,311.43,122
1006978,45,1198,128.04,67
1354945,45,1311,179.51,121
1337090,45,1803,189.18,231
1405182,45,1558,486.03,161
1138801,45,2581,503.43,134
1023891,45,1962,486.03,310
1410553,45,2444,620.86,26
1363414,45,2867,620.86,28
1428525,45,2760,241.53,80
1276161,45,2492,316.28,55
1231973,45,2304,389,53
1397611,45,2664,321.13,216
1196552,45,2569,320.13,53
1493958,45,2490,252.2,419
1117219,46,1885,143.56,460
1260269,46,1993,146.53,337
1249263,46,2539,144.56,351
1074920,46,2139,296.82,14
1461724,46,2631,153.26,27
1011856,46,1248,155.26,54
1402738,46,1778,161.02,256
1281124,46,1062,157.17,148
1011662,46,2707,229.95,150
1129437,46,1207,474.33,69
1245928,46,1230,474.33,55
1261917,46,2322,476.33,26
1277632,46,2290,261.9,162
1116440,46,1727,446.23,269
1263375,46,1109,242.53,270
1460847,46,1216,406.43,13
1027788,46,2826,282.3,94
1261227,46,1754,237.65,338
1030466,46,1971,243.5,701
1471171,46,1311,107.7,80
1212215,46,1803,191.09,67
1185981,46,1558,485.03,231
1290374,46,2581,484.03,163
1044141,46,1962,486.03,188
1377284,46,1445,618.86,14
1399599,46,2444,620.86,13
1327003,46,2867,620.86,55
1310492,46,2760,193.03,67
1295579,46,2492,290.03,40
1363076,46,1543,388,15
1386404,46,2304,390,27
1239555,46,2664,320.13,68
1267317,46,2490,254.2,176
1216566,47,1885,146.53,350
1108270,47,1993,145.56,339
1391146,47,2539,145.53,229
1222736,47,2139,298.82,14
1268894,47,2631,155.26,67
1300955,47,1248,155.26,53
1284357,47,1778,161.05,229
1414737,47,1062,155.23,339
1034547,47,2707,230.89,203
1433977,47,1207,476.33,13
1463040,47,1230,451.05,27
1380692,47,2322,474.33,15
1353990,47,2290,246.41,190
1090438,47,1727,446.23,256
1424734,47,1109,221.19,499
1128641,47,2640,282.33,54
1430596,47,2306,339.53,41
1326503,47,2826,285.18,487
1324450,47,1754,245.44,919
1233821,47,1971,245.47,663
1146153,47,1311,174.63,149
1045451,47,1803,151.38,202
1293244,47,1558,470.51,204
1309271,47,2581,448.17,242
1059771,47,1962,456.93,96
1496370,47,1445,620.86,13
1158280,47,2444,618.86,28
1210058,47,2867,620.86,27
1235402,47,2760,195.03,26
1421377,47,2492,290.03,80
1199836,47,1543,486.03,15
1330277,47,2304,485.03,27
1484208,47,2664,319.13,229
1236840,47,2569,321.13,81
1391831,47,2490,254.2,215
1078055,48,1885,122.25,366
1343992,48,1993,121.28,284
1243384,48,2539,119.31,161
1330205,48,2139,298.82,26
1072054,48,2631,150.35,80
1310309,48,1248,155.26,69
1401238,48,1778,184.36,204
1014694,48,1062,185.27,311
1297317,48,2707,194.97,526
1316785,48,1207,473.36,175
1492693,48,1230,475.36,109
1157507,48,2322,476.33,96
1360616,48,2290,274.57,284
1362922,48,1727,445.23,217
1275391,48,1109,304.61,284
1070170,48,1878,280.33,28
1274930,48,1216,407.43,27
1052370,48,2826,321.13,339
1293849,48,1754,171.69,825
1220650,48,1971,164.96,1228
1238905,48,1902,358.93,27
1315835,48,1311,179.51,123
1200328,48,1803,162.05,215
1097406,48,2581,680.03,202
1422551,48,1962,679.03,54
1120319,48,1445,619.86,53
1484224,48,2444,620.86,26
1403391,48,2867,620.86,27
1111758,48,2760,195.03,121
1354173,48,2704,292.03,41
1266226,48,2492,290.03,27
1351776,48,2304,485.03,15
1430142,48,2664,320.13,230
1152845,48,2569,321.13,96
1150088,48,2490,196.97,1554
1040328,49,1885,121.25,433
1201042,49,1993,122.28,419
1088482,49,2539,120.34,433
1366779,49,2631,151.35,67
1113034,49,1248,155.26,14
1135040,49,1778,183.39,123
1157727,49,1062,180.45,297
1013659,49,2707,196,501
1390219,49,1207,289.09,217
1254214,49,1230,277.48,297
1431338,49,2322,287.12,244
1371089,49,2290,288.15,258
1161260,49,1727,445.23,365
1302942,49,1109,294.91,339
1380091,49,2640,280.33,13
1320517,49,1878,280.33,28
1271483,49,2306,338.53,14
1252499,49,1216,406.43,27
1469741,49,2826,319.13,310
1447999,49,1754,310.43,134
1063573,49,1971,309.43,177
1125375,49,1247,447.23,15
1324898,49,1311,173.63,148
1236048,49,1803,160.05,269
1051065,49,1558,679.03,68
1203761,49,2581,680.03,42
1150353,49,1962,680.03,82
1449052,49,1445,619.86,53
1139651,49,2444,619.86,69
1191643,49,2867,646.08,27
1323835,49,2760,241.53,42
1495950,49,2704,291.03,13
1443884,49,2492,387.03,28
1422065,49,2664,319.13,177
1325380,49,2569,321.13,81
1484098,49,2490,196,1135
1089038,50,1885,122.28,513
1247219,50,1993,122.25,257
1051837,50,2539,121.25,350
1075044,50,2139,297.82,14
1108353,50,2631,155.26,13
1168772,50,1248,155.26,40
1465518,50,1778,185.33,42
1206117,50,1062,179.45,217
1128986,50,2707,193.06,244
1056089,50,1207,287.12,419
1451908,50,1230,287.18,445
1443648,50,2322,295.85,609
1338172,50,2290,286.15,136
1301801,50,1727,445.23,256
1474486,50,1109,321.13,202
1123921,50,2640,280.33,13
1342221,50,1216,387.03,13
1345915,50,2826,321.13,108
1335391,50,1754,310.43,148
1311647,50,1971,309.43,123
1039612,50,1311,179.51,123
1333952,50,1803,191.09,68
1182555,50,1558,679.03,55
1172823,50,2581,680.03,134
1351014,50,1962,680.03,81
1032267,50,1445,618.86,27
1357207,50,2444,620.86,28
1255159,50,2760,243.53,82
1469830,50,2704,291.03,42
1342211,50,2492,388.03,14
1298349,50,1543,463.72,28
1259720,50,2304,462.72,15
1087485,50,2664,319.13,122
1300428,50,2569,321.13,54
1397515,50,2490,252.2,216
1295163,51,1885,121.28,284
1168014,51,1993,121.28,391
1260312,51,2539,120.28,231
1371308,51,2631,155.26,13
1013885,51,1248,145.5,26
1181644,51,1778,185.33,134
1109067,51,1062,184.33,27
1070225,51,2707,196,53
1021059,51,1207,295.88,485
1471963,51,1230,296.88,419
1262637,51,2322,295.85,391
1322795,51,2290,288.15,163
1103705,51,1727,447.23,419
1031719,51,1109,299.76,217
1397745,51,2306,340.53,13
1260233,51,2826,319.13,161
1451456,51,1754,311.43,108
1239880,51,1971,310.43,82
1180132,51,1311,97.03,135
1039741,51,1803,201.82,107
1285059,51,1558,679.03,42
1097358,51,2581,680.03,69
1028430,51,1962,680.03,40
1117299,51,1445,619.86,15
1133640,51,2867,618.86,15
1374384,51,2760,241.53,40
1065629,51,2704,291.03,69
1061662,51,2492,389.03,13
1298580,51,1543,461.72,15
1210670,51,2664,320.13,136
1137196,51,2569,321.13,41
1080901,51,2490,253.2,202
1129709,52,1885,122.25,406
1122337,52,1993,123.25,474
1008737,52,2539,121.25,176
1197758,52,2139,297.82,26
1213679,52,2631,154.26,68
1029275,52,1248,154.26,15
1365184,52,1778,185.33,161
1237341,52,1062,183.33,204
1141420,52,2707,195.97,243
1273224,52,1207,289.12,933
1260221,52,1230,289.12,701
1041339,52,2322,293.97,1026
1304330,52,2290,260.02,135
1139354,52,1727,445.23,271
1013790,52,1109,321.13,297
1092123,52,1878,280.33,26
1448529,52,1216,388.03,40
1049663,52,2826,290.03,257
1303302,52,1754,291.03,67
1193542,52,1971,290.03,123
1270107,52,1311,161.05,162
1110189,52,1803,202.79,366
1097413,52,1558,679.03,67
1001907,52,2581,680.03,68
1302799,52,1962,680.03,81
1206969,52,1445,388.03,215
1488058,52,2444,387.03,242
1464777,52,2867,388.03,217
1084830,52,2760,241.53,14
1074456,52,1525,292.03,28
1007853,52,2492,388.03,28
1265435,52,2664,334.65,161
1058829,52,2569,335.65,80
1456466,52,2490,195,1310
1494862,53,1885,122.28,500
1126342,53,1993,120.28,1161
1394038,53,2539,120.28,959
1275995,53,2139,296.82,13
1284054,53,2631,150.35,68
1213345,53,1248,154.26,41
1228172,53,1778,184.36,230
1032785,53,1062,183.33,243
1117950,53,2707,195,459
1329742,53,1207,288.09,986
1289190,53,1230,287.12,1080
1449741,53,2322,289.09,904
1274199,53,2290,286.15,324
1167483,53,1727,446.23,285
1361074,53,1109,321.13,230
1204369,53,2640,282.33,26
1304840,53,1878,282.33,14
1452296,53,2306,244.5,15
1357522,53,2126,437.5,13
1073787,53,2826,290.03,406
1299569,53,1754,291.03,229
1285937,53,1971,291.03,269
1310834,53,1902,418.13,15
1041689,53,1311,205.64,189
1206956,53,1803,152.32,257
1199711,53,1558,680.03,42
1086236,53,2581,678.03,122
1349427,53,1962,679.03,136
1109066,53,1445,389.03,175
1089534,53,2444,389.03,136
1230455,53,2867,388.03,150
1276136,53,2760,220.25,14
1403949,53,1525,292.03,13
1362591,53,2492,387.03,42
1235069,53,1543,463.72,14
1092095,53,2304,462.72,14
1486296,53,2664,334.65,284
1347170,53,2569,334.65,54
1307479,53,2490,196,1161
1310682,54,1885,122.28,404
1280189,54,1993,122.25,744
1135787,54,2539,122.28,541
1276332,54,2631,152.35,81
1298262,54,1248,153.26,53
1340169,54,1778,181.39,216
1185286,54,1062,183.36,27
1437983,54,2707,195,82
1411206,54,1207,287.12,581
1260489,54,1230,292.97,175
1017431,54,2322,288.12,729
1168780,54,2290,276.48,378
1032935,54,1727,445.23,68
1074240,54,1109,319.13,53
1135252,54,2640,280.33,28
1188466,54,1878,281.33,14
1143027,54,2126,437.5,15
1223782,54,2826,291.03,312
1123620,54,1754,290.03,67
1149196,54,1971,291.03,188
1180884,54,1198,160.05,27
1270134,54,1311,149.44,176
1036859,54,1803,191.09,202
1234491,54,1558,679.03,68
1346340,54,2581,679.03,81
1129840,54,1962,680.03,95
1351588,54,1445,619.86,14
1072861,54,2444,619.86,13
1432949,54,2867,618.86,15
1095331,54,2760,218.25,15
1193990,54,1525,291.03,54
1195220,54,2704,290.03,54
1029380,54,2492,387.03,14
1447219,54,1543,462.72,14
1365650,54,2304,461.72,26
1048049,54,2664,336.65,242
1220266,54,2569,336.65,96
1285853,54,2490,254.2,323
1238029,55,1885,122.28,419
1294109,55,1993,120.28,595
1318433,55,2539,120.28,431
1246622,55,2139,284.27,26
1257112,55,2631,155.26,28
1224967,55,1248,155.26,53
1410146,55,1778,183.39,161
1156166,55,1062,182.42,256
1358990,55,2707,196,311
1430731,55,1207,475.33,26
1291852,55,1230,476.33,13
1053751,55,2322,463.69,69
1336261,55,2290,287.15,350
1463045,55,1727,447.23,393
1038612,55,1109,271.6,528
1414266,55,2306,242.5,27
1378826,55,1216,388.03,55
1370468,55,2126,436.5,42
1099733,55,2826,291.03,391
1472688,55,1754,291.03,312
1103898,55,1971,292.03,163
1426430,55,1902,416.13,26
1289011,55,1198,212.43,82
1320890,55,1311,106.7,81
1337455,55,1803,199.82,109
1097451,55,1558,484.03,54
1268048,55,2581,485.03,269
1391371,55,1962,491.82,393
1477674,55,1445,619.86,42
1022657,55,2444,619.86,14
1011075,55,2867,618.86,28
1360232,55,2760,220.25,13
1293920,55,1525,290.03,14
1379901,55,2304,388.03,26
1015874,55,2664,335.65,176
1002728,55,2569,336.65,69
1314326,55,2490,253.2,297
1265390,56,1885,122.22,323
1289080,56,1993,123.25,460
1164873,56,2539,123.22,338
1318123,56,2139,296.82,42
1336837,56,2631,145.5,26
1033929,56,1248,153.26,41
1167519,56,1778,183.33,121
1461767,56,1062,182.39,269
1150770,56,2707,233.83,231
1477820,56,1207,472.39,69
1014433,56,1230,461.78,136
1280587,56,2322,468.57,81
1291362,56,2290,288.15,148
1381060,56,1727,446.23,202
1143999,56,1109,320.13,283
1411442,56,2640,280.33,26
1342080,56,2306,340.53,15
1132337,56,2826,290.03,350
1433066,56,1754,290.03,107
1348194,56,1971,292.03,121
1264929,56,1198,206.61,230
1354685,56,1311,108.7,161
1068158,56,1803,241.59,54
1178079,56,2581,678.03,204
1223948,56,1962,665.42,202
1124759,56,1445,619.86,13
1085741,56,2867,619.86,26
1114159,56,2760,220.25,28
1425422,56,1525,242.53,41
1113725,56,2704,243.53,26
1184110,56,1543,389.03,28
1178695,56,2304,387.03,15
1137445,56,2664,289.09,364
